"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION",-8
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",13,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1000
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","SINGLE",9,NA,"YES","YES",1400
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",841
"MALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",11,NA,"YES","YES",2000
"MALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","45-59","SECONDARY","FARMER","SINGLE",12,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300
"MALE","35-44","SECONDARY","FARMER","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","SINGLE",13,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",800
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2600
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",9,NA,"YES","YES",1500
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","NO","NO",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",1300
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",580
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1680
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1050
"MALE","35-44","SECONDARY","UNEMPLOYED","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",3,"IT`S DIFFICULT TO TELL","YES","YES",1150
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES",NA,500
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO",820
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",7,"IT`S DIFFICULT TO TELL","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1728
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2700
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1890
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","NO","NO",800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",12,"IT`S DIFFICULT TO TELL","YES","NO OPINION",NA
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",13,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1700
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1150
"FEMALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",670
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",630
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",10,"IT`S DIFFICULT TO TELL","YES","YES",1180
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","WIDOWED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",-8
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",3000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","DIVORCED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1500
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",520
"FEMALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","DIVORCED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",2000
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",3500
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","YES",-8
"MALE","60-64","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",6,NA,"YES","NO OPINION",400
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3500
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","NO","NO",2050
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"IT`S DIFFICULT TO TELL","YES","YES",815
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",7500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","16-24","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",3000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","YES",-8
"FEMALE","16-24","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","WIDOWED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3000
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1330
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1300
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",520
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",2180
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",960
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1350
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","NO","NO",460
"FEMALE","35-44","SECONDARY","PUPIL OR STUDENT","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",19,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","WIDOWED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",-8
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",630
"FEMALE","35-44","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",300
"FEMALE","25-34","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3000
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",1200
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",2010
"FEMALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1229
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","WIDOWED",1,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",2645
"FEMALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",2100
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1600
"FEMALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1950
"FEMALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"IT`S DIFFICULT TO TELL","YES","YES",3000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",7,NA,"YES","YES",-8
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",2100
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO",1229
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","60-64","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",5000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION",1200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1100
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",18,"ONE CAN`T BE TOO CAREFUL","YES","YES",840
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",3300
"MALE","65+","SECONDARY","RETIRED","MARRIED",11,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1000
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1500
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",7,"IT`S DIFFICULT TO TELL","YES","YES",-8
"FEMALE","65+","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","65+","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","WIDOWED",7,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1700
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","YES",-8
"MALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",182
"MALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1700
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",-8
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"IT`S DIFFICULT TO TELL","NO","NO",1900
"FEMALE","45-59","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",1600
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",817
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","SINGLE",16,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","NO",870
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",-8
